Table ID,Player Name,Rank,Score,Wonder ID,VP - Civilian,VP - Science,VP - Commerce,VP - Guild,VP - Coins,VP - Wonder,VP - Military (Victory),VP - Military (Defeat),ELO Won,ELO After,Start,End
387922891,kennyhe1,1,63,11,22,0,5,6,5,7,18,0,20.31,1620.29,1686966680,1686967126
387922891,DrHealex,2,60,14,13,36,0,12,2,3,0,-6,8.86,1584.04,1686966680,1686967126
387922891,Tite_grise,3,55,12,11,1,4,7,5,10,17,0,-4.89,1575.76,1686966680,1686967126
387922891,quick player,4,45,13,20,4,5,8,6,7,0,-5,-24.28,1636.52,1686966680,1686967126
